TravelCode,UserID,Departure,Arrival,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalBedrooms,TotalPricePerNight,Amenities,StayingDays,TotalCost,CheckOut,CheckIn
16397,162,Amritsar,Diu,The Grand Highness,3,Suite,6698,1,1,1,6698,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,6698,25-09-2020,24-09-2020
16403,162,Shillong,Pune,The O Hotel Pune,5,Executive,13859,4,2,3,41577,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",2,83154,07-11-2020,05-11-2020
16406,162,Dabolim,Shillong,Ri Kynjai � Serenity by the Lake,4,Executive,8557,2,3,2,17114,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,34228,28-11-2020,26-11-2020
16408,162,Diu,Vadodara,Hyatt Place Vadodara,5,Executive,13038,3,0,2,26076,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",1,26076,11-12-2020,10-12-2020
16415,162,Prayagraj,Khowai,Hotel Sonar Tori,3,Executive,6122,3,2,3,18366,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",3,55098,31-01-2021,28-01-2021
16416,162,Thiruvananthapuram,Puri,Hotel Holiday Resort,3,Deluxe,4564,4,2,3,13692,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,41076,07-02-2021,04-02-2021
16418,162,Dhubri,Jamshedpur,Hotel Siddhartha,3,Executive,5906,3,2,3,17718,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",6,106308,24-02-2021,18-02-2021
16421,162,Thiruvananthapuram,Indore,Hotel President,3,Deluxe,4840,2,0,1,4840,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",4,19360,15-03-2021,11-03-2021
16423,162,Itanagar,Ludhiana,Park Plaza Ludhiana,4,Suite,7580,2,0,1,7580,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",3,22740,28-03-2021,25-03-2021
16424,162,Hisar,Navi Mumbai,Royal Tulip Navi Mumbai,5,Suite,12218,2,1,2,24436,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,24436,02-04-2021,01-04-2021
16427,162,Raipur,Bengaluru,Airport Gateway Hotel,3,Executive,4114,4,2,3,12342,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,37026,25-04-2021,22-04-2021
16429,162,Kolkata,Kota,Hotel Surya Royal,3,Executive,4440,1,0,1,4440,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,17760,10-05-2021,06-05-2021
16431,162,Itanagar,Shillong,Hotel Monsoon,2,Suite,4308,3,3,3,12924,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,38772,23-05-2021,20-05-2021
16436,162,Bhopal,Jamshedpur,Hotel Ganga Regency,3,Executive,5186,2,1,2,10372,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,41488,28-06-2021,24-06-2021
16438,162,Puri,Delhi NCR,Radisson Blu Plaza Delhi Airport,5,Deluxe,11211,4,1,3,33633,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,168165,13-07-2021,08-07-2021
16440,162,Chennai,Hyderabad,"ITC Kohenur, a Luxury Collection Hotel",5,Deluxe,11614,2,3,2,23228,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,92912,26-07-2021,22-07-2021
16441,162,Kota,Prayagraj,Hotel Yatrik,3,Suite,7474,1,2,1,7474,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,14948,31-07-2021,29-07-2021
16443,162,Dabolim,Itanagar,Hotel SC Continental,3,Executive,5920,1,2,1,5920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",1,5920,13-08-2021,12-08-2021
16447,162,Imphal,Ahmedabad,Lemon Tree Premier,4,Deluxe,6479,3,0,2,12958,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",6,77748,15-09-2021,09-09-2021
16451,162,Bilaspur,Nashik,Hotel Grand Rio,4,Deluxe,7050,1,0,1,7050,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",2,14100,09-10-2021,07-10-2021
16453,162,Dabolim,Pune,Hotel Aurora Towers,3,Suite,7176,1,2,1,7176,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",3,21528,24-10-2021,21-10-2021
16458,163,Navi Mumbai,Nashik,Hotel New Punjab,3,Deluxe,4442,2,1,2,8884,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,17768,12-10-2019,10-10-2019
16459,163,Navi Mumbai,Bhubaneswar,Mayfair Lagoon,5,Suite,15896,2,3,2,31792,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",2,63584,19-10-2019,17-10-2019
16464,163,Shillong,Dabolim,Hotel Cliff,2,Executive,2885,4,0,2,5770,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,40390,28-11-2019,21-11-2019
16466,163,Dabolim,Visakhapatnam,Fairfield by Marriott Visakhapatnam,4,Suite,10126,3,2,3,30378,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,91134,08-12-2019,05-12-2019
16467,163,Hyderabad,Dhubri,Hotel Prashanti Lodge,2,Executive,3530,2,2,2,7060,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,42360,18-12-2019,12-12-2019
16471,163,Raigarh,Coimbatore,Hash Six Hotels,4,Deluxe,7390,1,0,1,7390,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",2,14780,11-01-2020,09-01-2020
16473,163,Nashik,Ranchi,Hotel Basera,3,Deluxe,4359,4,2,3,13077,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,13077,24-01-2020,23-01-2020
16474,163,Tirupati,Bilaspur,Hotel Jeet Continental,3,Executive,4738,2,1,2,9476,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,18952,01-02-2020,30-01-2020
16475,163,Ayodhya,Visakhapatnam,Treebo Sriz Cozy Seethamadhara,3,Suite,6934,2,0,1,6934,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",3,20802,09-02-2020,06-02-2020
16479,163,Bhopal,Gwalior,Ramaya Hotel,3,Executive,4972,3,1,2,9944,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,69608,12-03-2020,05-03-2020
16480,163,Kota,Dabolim,Devasthali - The Valley of Gods,3,Suite,4548,1,2,1,4548,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,9096,14-03-2020,12-03-2020
16483,163,Prayagraj,Puri,Hotel Gandhara,2,Deluxe,3223,2,1,2,6446,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,45122,09-04-2020,02-04-2020
16486,163,Ahmedabad,Prayagraj,Hotel Mandiram,3,Suite,5642,4,2,3,16926,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",7,118482,30-04-2020,23-04-2020
16489,163,Raipur,Bilaspur,Ananda Imperial,4,Suite,9552,4,0,2,19104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,133728,21-05-2020,14-05-2020
16494,163,Tirupati,Itanagar,Hotel Aanggong,2,Deluxe,3191,2,2,2,6382,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,19146,22-06-2020,19-06-2020
16497,163,Ludhiana,Patna,Hotel Chanakya,4,Deluxe,6879,1,2,1,6879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",5,34395,14-07-2020,09-07-2020
16499,163,Srinagar,Varanasi,Hotel Costa Riviera,4,Executive,7844,4,0,2,15688,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,47064,26-07-2020,23-07-2020
16503,163,Navi Mumbai,Hisar,Hotel City Heart,1,Deluxe,1203,1,1,1,1203,"['Wi-Fi', 'Parking']",1,1203,21-08-2020,20-08-2020
16504,163,Bhopal,Puducherry,Hotel Atithi,3,Executive,5816,3,2,3,17448,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,122136,04-09-2020,28-08-2020
16508,163,Jaipur,Guwahati,Novotel Guwahati GS Road,5,Executive,10816,2,3,2,21632,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",5,108160,29-09-2020,24-09-2020
16509,163,Mysuru,Thiruvananthapuram,Apollo Dimora,4,Suite,7846,2,3,2,15692,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",4,62768,05-10-2020,01-10-2020
16517,163,Guwahati,Imphal,Hotel Imphal,3,Deluxe,4047,3,0,2,8094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,32376,30-11-2020,26-11-2020
16518,164,Gwalior,Coimbatore,Hotel Kiscol Grands,4,Suite,7701,4,1,3,23103,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",4,92412,30-09-2019,26-09-2019
16519,164,Khowai,Kota,Hotel Bharat,3,Deluxe,3316,1,1,1,3316,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,13264,07-10-2019,03-10-2019
16520,164,Dhubri,Vadodara,Vivanta Vadodara,5,Executive,13455,3,1,2,26910,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,188370,17-10-2019,10-10-2019
16522,164,Dehradun,Hyderabad,The Westin Hyderabad Mindspace,5,Executive,14079,4,3,4,56316,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,56316,25-10-2019,24-10-2019
16531,164,Bhopal,Prayagraj,Hotel Prayag Inn,3,Suite,6567,3,1,2,13134,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",2,26268,28-12-2019,26-12-2019
16537,164,Mysuru,Guwahati,Kiranshree Grand,4,Suite,8800,3,3,3,26400,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",7,184800,13-03-2020,06-03-2020
16538,164,Gwalior,Indore,Marriott Indore,5,Executive,13217,3,0,2,26434,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,185038,20-02-2020,13-02-2020
16539,164,Jamshedpur,Dehradun,Paradise Home Stay,3,Deluxe,3423,2,3,2,6846,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,6846,21-02-2020,20-02-2020
16545,164,Jamshedpur,Bhopal,Jehan Numa Palace Hotel,5,Suite,14709,1,1,1,14709,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",4,58836,06-04-2020,02-04-2020
16549,164,Mumbai,Bengaluru,Goldfinch Retreat,4,Suite,9828,3,3,3,29484,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",7,206388,07-05-2020,30-04-2020
16562,165,Amritsar,Puri,Hotel Pushpa (Berries Group of Hotels),2,Suite,3178,2,3,2,6356,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,31780,29-10-2019,24-10-2019
16563,165,Diu,Guwahati,Hotel Rajmahal,3,Deluxe,3380,3,1,2,6760,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,40560,06-11-2019,31-10-2019
16564,165,Vadodara,Coimbatore,Gokulam Park - Coimbatore,4,Suite,7930,1,2,1,7930,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",1,7930,08-11-2019,07-11-2019
16566,165,Chandigarh,Bhopal,Noor-Us-Sabah Palace,4,Executive,8492,1,0,1,8492,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,42460,26-11-2019,21-11-2019
16569,165,Surat,Bhopal,Hotel Sonali Regency,3,Deluxe,5399,1,1,1,5399,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,26995,17-12-2019,12-12-2019
16572,165,Navi Mumbai,Varanasi,The Gateway Hotel Ganges,5,Executive,12862,1,0,1,12862,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,25724,04-02-2020,02-02-2020
16576,165,Nashik,Pune,Hyatt Regency Pune,5,Executive,11479,2,0,1,11479,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",6,68874,05-02-2020,30-01-2020
16577,165,Puducherry,Udaipur,Amrit Mahal,3,Deluxe,3920,1,0,1,3920,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,23520,12-02-2020,06-02-2020
16578,165,Chennai,Bhopal,Hotel Sonali Regency,3,Deluxe,5399,1,1,1,5399,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,32394,20-02-2020,14-02-2020
16590,166,Surat,Prayagraj,Hotel Mandiram,3,Executive,4889,1,1,1,4889,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",6,29334,13-11-2019,07-11-2019
16597,166,Visakhapatnam,Srinagar,"Radisson Collection Hotel & Spa, Riverfront Srinagar",5,Executive,12094,1,1,1,12094,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,84658,03-01-2020,27-12-2019
16600,166,Vadodara,Amritsar,Hotel Shiraz Castle,3,Suite,5968,4,3,4,23872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,143232,22-01-2020,16-01-2020
16601,166,Delhi NCR,Puri,Hotel Pushpa (Berries Group of Hotels),2,Executive,2755,2,3,2,5510,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",3,16530,26-01-2020,23-01-2020
16608,166,Chandigarh,Shimla,Radisson Hotel Shimla,5,Suite,12678,3,0,2,25356,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,177492,19-03-2020,12-03-2020
16609,166,Imphal,Gangtok,Mayfair Spa Resort & Casino,5,Suite,13713,3,1,2,27426,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,191982,26-03-2020,19-03-2020
16612,166,Itanagar,Delhi NCR,"Lemon Tree Premier, Delhi Airport",4,Executive,6573,1,2,1,6573,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,19719,12-04-2020,09-04-2020
16615,166,Tirupati,Udaipur,Uddhav Vilas A Family Hotel,3,Executive,5577,4,0,2,11154,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,11154,06-01-2020,05-01-2020
16617,166,Ayodhya,Mopa,Hotel Palm Grove,1,Executive,1577,2,0,1,1577,"['Wi-Fi', 'Parking']",1,1577,15-05-2020,14-05-2020
16619,166,Gangtok,Bengaluru,Airport Gateway Hotel,3,Deluxe,3482,4,1,3,10446,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",4,41784,01-06-2020,28-05-2020
16621,166,Itanagar,Puri,Mayfair Waves,5,Deluxe,11455,4,0,2,22910,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",3,68730,14-06-2020,11-06-2020
16622,166,Varanasi,Tirupati,Kences Hotel,3,Deluxe,3419,1,1,1,3419,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,20514,24-06-2020,18-06-2020
16623,166,Gangtok,Pune,St Laurn Hotel Pune,4,Executive,6704,2,0,1,6704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center', 'Sauna']",1,6704,26-06-2020,25-06-2020
16624,166,Ranchi,Shimla,Honeymoon Inn Shimla,3,Executive,5803,4,1,3,17409,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",5,87045,07-07-2020,02-07-2020
16626,166,Ludhiana,Vadodara,Four Points by Sheraton Vadodara,4,Deluxe,6376,3,0,2,12752,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",3,38256,19-07-2020,16-07-2020
16628,166,Raipur,Shillong,Ri Kynjai � Serenity by the Lake,4,Deluxe,7240,1,1,1,7240,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",5,36200,04-08-2020,30-07-2020
16640,166,Mumbai,Srinagar,Hotel New Prince Inn,3,Suite,6852,4,0,2,13704,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",6,82224,28-10-2020,22-10-2020
16641,166,Amritsar,Diu,Kostamar Beach Resort,3,Executive,4482,4,3,4,17928,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,89640,03-11-2020,29-10-2020
16642,166,Ludhiana,Guwahati,Radisson Blu Hotel Guwahati,5,Deluxe,11724,4,3,4,46896,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",3,140688,08-11-2020,05-11-2020
16645,166,Bilaspur,Chandigarh,Hotel Rajshree,3,Deluxe,4170,3,0,2,8340,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,33360,30-11-2020,26-11-2020
16646,166,Mopa,Jamshedpur,Hotel South Park,3,Suite,7434,4,3,4,29736,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",1,29736,04-12-2020,03-12-2020
16647,166,Ayodhya,Imphal,Hotel Bheigo,2,Suite,3910,1,1,1,3910,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,15640,17-10-2020,13-10-2020
16654,166,Bhubaneswar,Varanasi,Hotel Costa Riviera,4,Deluxe,6637,3,2,3,19911,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",6,119466,03-02-2021,28-01-2021
16655,166,Itanagar,Mopa,Hotel Palm Grove,1,Executive,1577,3,2,3,4731,"['Wi-Fi', 'Parking']",7,33117,11-02-2021,04-02-2021
16656,166,Diu,Mopa,Hotel Hill Rock,3,Executive,4208,3,1,2,8416,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",2,16832,13-02-2021,11-02-2021
16665,166,Raipur,Dhubri,Atithi Regency,1,Suite,1614,3,2,3,4842,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",4,19368,19-04-2021,15-04-2021
16673,166,Imphal,Khowai,Hotel City Centre,3,Executive,5853,1,1,1,5853,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,29265,15-06-2021,10-06-2021
16677,166,Bhubaneswar,Bhopal,Hotel Lake View Ashok,4,Deluxe,7335,4,2,3,22005,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,44010,10-07-2021,08-07-2021
16681,166,Bengaluru,Coimbatore,Hash Six Hotels,4,Executive,8733,3,1,2,17466,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,52398,08-08-2021,05-08-2021
16685,166,Guwahati,Srinagar,The LaLit Grand Palace Srinagar,5,Deluxe,11153,4,2,3,33459,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,200754,08-09-2021,02-09-2021
16686,166,Udaipur,Bhopal,Courtyard by Marriott Bhopal,5,Deluxe,11803,3,0,2,23606,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",6,141636,15-09-2021,09-09-2021
16688,166,Hisar,Dabolim,Hotel Cliff,2,Suite,3328,2,3,2,6656,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",2,13312,25-09-2021,23-09-2021
16689,166,Kolkata,Diu,Hotel Samrat,3,Deluxe,3874,3,1,2,7748,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,38740,05-10-2021,30-09-2021
16692,166,Imphal,Varanasi,The Amayaa,4,Suite,8574,4,3,4,34296,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,205776,27-10-2021,21-10-2021
16695,166,Imphal,Shimla,Honeymoon Inn Shimla,3,Executive,5803,4,3,4,23212,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",3,69636,14-11-2021,11-11-2021
16696,166,Dabolim,Jamshedpur,Hotel Alcor,3,Deluxe,4264,2,0,1,4264,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",1,4264,19-11-2021,18-11-2021
16700,166,Mopa,Kullu-Manali,Snow Valley Resorts,3,Suite,6762,3,2,3,20286,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",5,101430,21-12-2021,16-12-2021
16701,166,Jaipur,Jamshedpur,The Sonnet Jamshedpur,4,Suite,8786,2,2,2,17572,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,70288,27-12-2021,23-12-2021
16702,166,Chandigarh,Gangtok,The Elgin Nor-Khill - A Heritage Hotel & Spa,4,Executive,8371,3,0,2,16742,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",7,117194,06-01-2022,30-12-2021
16704,166,Gangtok,Nashik,Hotel New Punjab,3,Deluxe,4442,4,1,3,13326,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",6,79956,19-01-2022,13-01-2022
16708,166,Hyderabad,Puducherry,Villa Bayoud Sea View Heritage Hotel,3,Deluxe,5042,2,0,1,5042,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,25210,15-02-2022,10-02-2022
16711,166,Amritsar,Srinagar,Four Points by Sheraton Srinagar,4,Deluxe,6577,1,0,1,6577,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",1,6577,04-03-2022,03-03-2022
